id,city,date,TenGram24K,TenGram22K
66beeb62859b16cc9b22c442,Ahmedabad,Aug 01 2024,68930,64150
66beeb62859b16cc9b22c443,Ahmedabad,Jul 01 2024,71630,66700
66beeb62859b16cc9b22c444,Ahmedabad,Jun 01 2024,71880,66950
66beeb62859b16cc9b22c445,Ahmedabad,May 01 2024,71130,66200
66beeb62859b16cc9b22c446,Ahmedabad,Apr 01 2024,69330,64400
66beeb62859b16cc9b22c447,Ahmedabad,Mar 01 2024,63220,58710
66beeb62859b16cc9b22c448,Ahmedabad,Feb 01 2024,63620,59110
66beeb62859b16cc9b22c449,Ahmedabad,Jan 01 2024,64240,58860
66beeb62859b16cc9b22c44a,Ahmedabad,Dec 01 2023,63230,58010
66beeb62859b16cc9b22c44b,Ahmedabad,Nov 01 2023,61840,56710
66beeb62859b16cc9b22c44c,Ahmedabad,Oct 01 2023,58540,53660
66beeb62859b16cc9b22c44d,Ahmedabad,Sep 01 2023,60340,55360
66beeb62859b16cc9b22c44e,Ahmedabad,Aug 01 2023,60790,55710
66beeb62859b16cc9b22c44f,Ahmedabad,Jul 01 2023,59440,54460
66beeb62859b16cc9b22c450,Ahmedabad,Jun 01 2023,61040,56010
66beeb62859b16cc9b22c451,Ahmedabad,May 01 2023,61040,56010
66beeb62859b16cc9b22c452,Ahmedabad,Apr 01 2023,60740,55310
66beeb62859b16cc9b22c453,Ahmedabad,Mar 01 2023,56940,51910
66beeb62859b16cc9b22c454,Ahmedabad,Feb 01 2023,58840,53560
66beeb62859b16cc9b22c455,Ahmedabad,Jan 01 2023,55240,51210
66beeb62859b16cc9b22c456,Ahmedabad,Dec 01 2022,53440,49510
66beeb62859b16cc9b22c457,Ahmedabad,Nov 01 2022,50530,46700
66beeb62859b16cc9b22c458,Ahmedabad,Oct 01 2022,50530,46750
66beeb62859b16cc9b22c422,Agra,Aug 01 2024,68950,64210
66beeb62859b16cc9b22c423,Agra,Jul 01 2024,71650,66760
66beeb62859b16cc9b22c424,Agra,Jun 01 2024,71900,67010
66beeb62859b16cc9b22c425,Agra,May 01 2024,71150,66260
66beeb62859b16cc9b22c426,Agra,Apr 01 2024,69350,64460
66beeb62859b16cc9b22c427,Agra,Mar 01 2024,63460,58690
66beeb62859b16cc9b22c428,Agra,Feb 01 2024,63860,59090
66beeb62859b16cc9b22c429,Agra,Jan 01 2024,64200,58840
66beeb62859b16cc9b22c42a,Agra,Dec 01 2023,63190,57990
66beeb62859b16cc9b22c42b,Agra,Nov 01 2023,61800,56690
66beeb62859b16cc9b22c42c,Agra,Oct 01 2023,58500,53640
66beeb62859b16cc9b22c42d,Agra,Sep 01 2023,60300,55340
66beeb62859b16cc9b22c42e,Agra,Aug 01 2023,60750,55690
66beeb62859b16cc9b22c42f,Agra,Jul 01 2023,59400,54440
66beeb62859b16cc9b22c430,Agra,Jun 01 2023,61000,55990
66beeb62859b16cc9b22c431,Agra,May 01 2023,61000,55990
66beeb62859b16cc9b22c432,Agra,Apr 01 2023,60700,55290
66beeb62859b16cc9b22c433,Agra,Mar 01 2023,56900,51890
66beeb62859b16cc9b22c434,Agra,Feb 01 2023,58800,53540
66beeb62859b16cc9b22c435,Agra,Jan 01 2023,55200,51190
66beeb62859b16cc9b22c436,Agra,Dec 01 2022,53400,49490
66beeb62859b16cc9b22c437,Agra,Nov 01 2022,50470,46650
66beeb62859b16cc9b22c438,Agra,Oct 01 2022,50470,46700
66beeb62859b16cc9b22c402,Agartala,Aug 01 2024,68950,64150
66beeb62859b16cc9b22c403,Agartala,Jul 01 2024,71650,66700
66beeb62859b16cc9b22c404,Agartala,Jun 01 2024,71900,66950
66beeb62859b16cc9b22c405,Agartala,May 01 2024,71150,66200
66beeb62859b16cc9b22c406,Agartala,Apr 01 2024,69350,64400
66beeb62859b16cc9b22c407,Agartala,Mar 01 2024,63430,58640
66beeb62859b16cc9b22c408,Agartala,Feb 01 2024,63830,59040
66beeb62859b16cc9b22c409,Agartala,Jan 01 2024,64140,58790
66beeb62859b16cc9b22c40a,Agartala,Dec 01 2023,63130,57940
66beeb62859b16cc9b22c40b,Agartala,Nov 01 2023,61740,56640
66beeb62859b16cc9b22c40c,Agartala,Oct 01 2023,58440,53590
66beeb62859b16cc9b22c40d,Agartala,Sep 01 2023,60240,55290
66beeb62859b16cc9b22c40e,Agartala,Aug 01 2023,60690,55640
66beeb62859b16cc9b22c40f,Agartala,Jul 01 2023,59340,54390
66beeb62859b16cc9b22c410,Agartala,Jun 01 2023,60940,55940
66beeb62859b16cc9b22c411,Agartala,May 01 2023,60940,55940
66beeb62859b16cc9b22c412,Agartala,Apr 01 2023,60640,55240
66beeb62859b16cc9b22c413,Agartala,Mar 01 2023,56840,51840
66beeb62859b16cc9b22c414,Agartala,Feb 01 2023,58740,53490
66beeb62859b16cc9b22c415,Agartala,Jan 01 2023,55140,51140
66beeb62859b16cc9b22c416,Agartala,Dec 01 2022,53340,49440
66beeb62859b16cc9b22c417,Agartala,Nov 01 2022,50410,46600
66beeb62859b16cc9b22c418,Agartala,Oct 01 2022,50410,46650
66beeb62859b16cc9b22c4e2,Akbarpur,Aug 01 2024,68940,64250
66beeb62859b16cc9b22c4e3,Akbarpur,Jul 01 2024,71610,66800
66beeb62859b16cc9b22c4e4,Akbarpur,Jun 01 2024,71860,67050
66beeb62859b16cc9b22c4e5,Akbarpur,May 01 2024,71110,66300
66beeb62859b16cc9b22c4e6,Akbarpur,Apr 01 2024,69310,64500
66beeb62859b16cc9b22c4e7,Akbarpur,Mar 01 2024,63420,58730
66beeb62859b16cc9b22c4e8,Akbarpur,Feb 01 2024,63820,59130
66beeb62859b16cc9b22c4e9,Akbarpur,Jan 01 2024,64160,58880
66beeb62859b16cc9b22c4ea,Akbarpur,Dec 01 2023,63150,58030
66beeb62859b16cc9b22c4eb,Akbarpur,Nov 01 2023,61760,56730
66beeb62859b16cc9b22c4ec,Akbarpur,Oct 01 2023,58460,53680
66beeb62859b16cc9b22c4ed,Akbarpur,Sep 01 2023,60260,55380
66beeb62859b16cc9b22c4ee,Akbarpur,Aug 01 2023,60710,55730
66beeb62859b16cc9b22c4ef,Akbarpur,Jul 01 2023,59360,54480
66beeb62859b16cc9b22c4f0,Akbarpur,Jun 01 2023,60960,56030
66beeb62859b16cc9b22c4f1,Akbarpur,May 01 2023,60960,56030
66beeb62859b16cc9b22c4f2,Akbarpur,Apr 01 2023,60660,55330
66beeb62859b16cc9b22c4f3,Akbarpur,Mar 01 2023,56860,51930
66beeb62859b16cc9b22c4f4,Akbarpur,Feb 01 2023,58760,53580
66beeb62859b16cc9b22c4f5,Akbarpur,Jan 01 2023,55160,51230
66beeb62859b16cc9b22c4f6,Akbarpur,Dec 01 2022,53360,49530
66beeb62859b16cc9b22c4f7,Akbarpur,Nov 01 2022,50450,46650
66beeb62859b16cc9b22c4f8,Akbarpur,Oct 01 2022,50450,46700
66beeb62859b16cc9b22c4f9,Akbarpur,Jul 01 2024,71640,66800
66beeb62859b16cc9b22c4fa,Akbarpur,Jun 01 2024,71890,67050
66beeb62859b16cc9b22c4fb,Akbarpur,May 01 2024,71140,66300
66beeb62859b16cc9b22c4fc,Akbarpur,Apr 01 2024,69340,64500
66beeb62859b16cc9b22c4fd,Akbarpur,Mar 01 2024,63450,58730
66beeb62859b16cc9b22c4fe,Akbarpur,Feb 01 2024,63850,59130
66beeb62859b16cc9b22c4ff,Akbarpur,Jan 01 2024,64190,58880
66beeb62859b16cc9b22c500,Akbarpur,Dec 01 2023,63180,58030
66beeb62859b16cc9b22c501,Akbarpur,Nov 01 2023,61790,56730
66beeb62859b16cc9b22c502,Akbarpur,Oct 01 2023,58490,53680
66beeb62859b16cc9b22c503,Akbarpur,Sep 01 2023,60290,55380
66beeb62859b16cc9b22c504,Akbarpur,Aug 01 2023,60740,55730
66beeb62859b16cc9b22c505,Akbarpur,Jul 01 2023,59390,54480
66beeb62859b16cc9b22c506,Akbarpur,Jun 01 2023,60990,56030
66beeb62859b16cc9b22c507,Akbarpur,May 01 2023,60990,56030
66beeb62859b16cc9b22c508,Akbarpur,Apr 01 2023,60690,55330
66beeb62859b16cc9b22c509,Akbarpur,Mar 01 2023,56890,51930
66beeb62859b16cc9b22c50a,Akbarpur,Feb 01 2023,58790,53580
66beeb62859b16cc9b22c50b,Akbarpur,Jan 01 2023,55190,51230
66beeb62859b16cc9b22c50c,Akbarpur,Dec 01 2022,53390,49530
66beeb62859b16cc9b22c50d,Akbarpur,Nov 01 2022,50480,46650
66beeb62859b16cc9b22c50e,Akbarpur,Oct 01 2022,50480,46700
66beeb62859b16cc9b22c598,Alipore,Aug 01 2024,69020,64230
66beeb62859b16cc9b22c599,Alipore,Jul 01 2024,71720,66780
66beeb62859b16cc9b22c59a,Alipore,Jun 01 2024,71970,67030
66beeb62859b16cc9b22c59b,Alipore,May 01 2024,71220,66280
66beeb62859b16cc9b22c59c,Alipore,Apr 01 2024,69420,64480
66beeb62859b16cc9b22c59d,Alipore,Mar 01 2024,63490,58640
66beeb62859b16cc9b22c59e,Alipore,Feb 01 2024,63890,59040
66beeb62859b16cc9b22c59f,Alipore,Jan 01 2024,64150,58790
66beeb62859b16cc9b22c5a0,Alipore,Dec 01 2023,63140,57940
66beeb62859b16cc9b22c5a1,Alipore,Nov 01 2023,61750,56640
66beeb62859b16cc9b22c5a2,Alipore,Oct 01 2023,58450,53590
66beeb62859b16cc9b22c5a3,Alipore,Sep 01 2023,60250,55290
66beeb62859b16cc9b22c5a4,Alipore,Aug 01 2023,60700,55640
66beeb62859b16cc9b22c5a5,Alipore,Jul 01 2023,59350,54390
66beeb62859b16cc9b22c5a6,Alipore,Jun 01 2023,60950,55940
66beeb62859b16cc9b22c5a7,Alipore,May 01 2023,60950,55940
66beeb62859b16cc9b22c5a8,Alipore,Apr 01 2023,60650,55240
66beeb62859b16cc9b22c5a9,Alipore,Mar 01 2023,56850,51840
66beeb62859b16cc9b22c5aa,Alipore,Feb 01 2023,58750,53490
66beeb62859b16cc9b22c5ab,Alipore,Jan 01 2023,55150,51140
66beeb62859b16cc9b22c5ac,Alipore,Dec 01 2022,53350,49440
66beeb62859b16cc9b22c5ad,Alipore,Nov 01 2022,50430,46600
66beeb62859b16cc9b22c5ae,Alipore,Oct 01 2022,50430,46650
66beeb62859b16cc9b22c3e2,Agar,Aug 01 2024,69000,64570
66beeb62859b16cc9b22c3e3,Agar,Jul 01 2024,71700,67120
66beeb62859b16cc9b22c3e4,Agar,Jun 01 2024,71950,67370
66beeb62859b16cc9b22c3e5,Agar,May 01 2024,71200,66620
66beeb62859b16cc9b22c3e6,Agar,Apr 01 2024,69400,64820
66beeb62859b16cc9b22c3e7,Agar,Mar 01 2024,63300,58760
66beeb62859b16cc9b22c3e8,Agar,Feb 01 2024,63700,59160
66beeb62859b16cc9b22c3e9,Agar,Jan 01 2024,64230,58910
66beeb62859b16cc9b22c3ea,Agar,Dec 01 2023,63220,58060
66beeb62859b16cc9b22c3eb,Agar,Nov 01 2023,61830,56760
66beeb62859b16cc9b22c3ec,Agar,Oct 01 2023,58530,53710
66beeb62859b16cc9b22c3ed,Agar,Sep 01 2023,60330,55410
66beeb62859b16cc9b22c3ee,Agar,Aug 01 2023,60780,55760
66beeb62859b16cc9b22c3ef,Agar,Jul 01 2023,59430,54510
66beeb62859b16cc9b22c3f0,Agar,Jun 01 2023,61030,56060
66beeb62859b16cc9b22c3f1,Agar,May 01 2023,61030,56060
66beeb62859b16cc9b22c3f2,Agar,Apr 01 2023,60730,55360
66beeb62859b16cc9b22c3f3,Agar,Mar 01 2023,56930,51960
66beeb62859b16cc9b22c3f4,Agar,Feb 01 2023,58830,53610
66beeb62859b16cc9b22c3f5,Agar,Jan 01 2023,55230,51260
66beeb62859b16cc9b22c3f6,Agar,Dec 01 2022,53430,49560
66beeb62859b16cc9b22c3f7,Agar,Nov 01 2022,50520,46700
66beeb62859b16cc9b22c3f8,Agar,Oct 01 2022,50520,46750
66beeb62859b16cc9b22c5f8,Allahabad,Aug 01 2024,68920,64230
66beeb62859b16cc9b22c5f9,Allahabad,Jul 01 2024,71620,66780
66beeb62859b16cc9b22c5fa,Allahabad,Jun 01 2024,71870,67030
66beeb62859b16cc9b22c5fb,Allahabad,May 01 2024,71120,66280
66beeb62859b16cc9b22c5fc,Allahabad,Apr 01 2024,69320,64480
66beeb62859b16cc9b22c5fd,Allahabad,Mar 01 2024,63430,58710
66beeb62859b16cc9b22c5fe,Allahabad,Feb 01 2024,63830,59110
66beeb62859b16cc9b22c5ff,Allahabad,Jan 01 2024,64170,58860
66beeb62859b16cc9b22c600,Allahabad,Dec 01 2023,63160,58010
66beeb62859b16cc9b22c601,Allahabad,Nov 01 2023,61770,56710
66beeb62859b16cc9b22c602,Allahabad,Oct 01 2023,58470,53660
66beeb62859b16cc9b22c603,Allahabad,Sep 01 2023,60270,55360
66beeb62859b16cc9b22c604,Allahabad,Aug 01 2023,60720,55710
66beeb62859b16cc9b22c605,Allahabad,Jul 01 2023,59370,54460
66beeb62859b16cc9b22c606,Allahabad,Jun 01 2023,60970,56010
66beeb62859b16cc9b22c607,Allahabad,May 01 2023,60970,56010
66beeb62859b16cc9b22c608,Allahabad,Apr 01 2023,60670,55310
66beeb62859b16cc9b22c609,Allahabad,Mar 01 2023,56870,51910
66beeb62859b16cc9b22c60a,Allahabad,Feb 01 2023,58770,53560
66beeb62859b16cc9b22c60b,Allahabad,Jan 01 2023,55170,51210
66beeb62859b16cc9b22c60c,Allahabad,Dec 01 2022,53370,49510
66beeb62859b16cc9b22c60d,Allahabad,Nov 01 2022,50470,46650
66beeb62859b16cc9b22c60e,Allahabad,Oct 01 2022,50470,46700
66beeb62859b16cc9b22c4c2,Ajmer,Aug 01 2024,69040,64110
66beeb62859b16cc9b22c4c3,Ajmer,Jul 01 2024,71740,66660
66beeb62859b16cc9b22c4c4,Ajmer,Jun 01 2024,71990,66910
66beeb62859b16cc9b22c4c5,Ajmer,May 01 2024,71240,66160
66beeb62859b16cc9b22c4c6,Ajmer,Apr 01 2024,69440,64360
66beeb62859b16cc9b22c4c7,Ajmer,Mar 01 2024,63400,58590
66beeb62859b16cc9b22c4c8,Ajmer,Feb 01 2024,63800,58990
66beeb62859b16cc9b22c4c9,Ajmer,Jan 01 2024,64070,58740
66beeb62859b16cc9b22c4ca,Ajmer,Dec 01 2023,63060,57890
66beeb62859b16cc9b22c4cb,Ajmer,Nov 01 2023,61670,56590
66beeb62859b16cc9b22c4cc,Ajmer,Oct 01 2023,58370,53540
66beeb62859b16cc9b22c4cd,Ajmer,Sep 01 2023,60170,55240
66beeb62859b16cc9b22c4ce,Ajmer,Aug 01 2023,60620,55590
66beeb62859b16cc9b22c4cf,Ajmer,Jul 01 2023,59270,54340
66beeb62859b16cc9b22c4d0,Ajmer,Jun 01 2023,60870,55890
66beeb62859b16cc9b22c4d1,Ajmer,May 01 2023,60870,55890
66beeb62859b16cc9b22c4d2,Ajmer,Apr 01 2023,60570,55190
66beeb62859b16cc9b22c4d3,Ajmer,Mar 01 2023,56770,51790
66beeb62859b16cc9b22c4d4,Ajmer,Feb 01 2023,58670,53440
66beeb62859b16cc9b22c4d5,Ajmer,Jan 01 2023,55070,51090
66beeb62859b16cc9b22c4d6,Ajmer,Dec 01 2022,53270,49390
66beeb62859b16cc9b22c4d7,Ajmer,Nov 01 2022,50360,46550
66beeb62859b16cc9b22c4d8,Ajmer,Oct 01 2022,50360,46600
66beeb62859b16cc9b22c8d8,Asansol,Aug 01 2024,69000,64230
66beeb62859b16cc9b22c8d9,Asansol,Jul 01 2024,71700,66780
66beeb62859b16cc9b22c8da,Asansol,Jun 01 2024,71950,67030
66beeb62859b16cc9b22c8db,Asansol,May 01 2024,71200,66280
66beeb62859b16cc9b22c8dc,Asansol,Apr 01 2024,69400,64480
66beeb62859b16cc9b22c8dd,Asansol,Mar 01 2024,63470,58640
66beeb62859b16cc9b22c8de,Asansol,Feb 01 2024,63870,59040
66beeb62859b16cc9b22c8df,Asansol,Jan 01 2024,64130,58790
66beeb62859b16cc9b22c8e0,Asansol,Dec 01 2023,63120,57940
66beeb62859b16cc9b22c8e1,Asansol,Nov 01 2023,61730,56640
66beeb62859b16cc9b22c8e2,Asansol,Oct 01 2023,58430,53590
66beeb62859b16cc9b22c8e3,Asansol,Sep 01 2023,60230,55290
66beeb62859b16cc9b22c8e4,Asansol,Aug 01 2023,60680,55640
66beeb62859b16cc9b22c8e5,Asansol,Jul 01 2023,59330,54390
66beeb62859b16cc9b22c8e6,Asansol,Jun 01 2023,60930,55940
66beeb62859b16cc9b22c8e7,Asansol,May 01 2023,60930,55940
66beeb62859b16cc9b22c8e8,Asansol,Apr 01 2023,60630,55240
66beeb62859b16cc9b22c8e9,Asansol,Mar 01 2023,56830,51840
66beeb62859b16cc9b22c8ea,Asansol,Feb 01 2023,58730,53490
66beeb62859b16cc9b22c8eb,Asansol,Jan 01 2023,55130,51140
66beeb62859b16cc9b22c8ec,Asansol,Dec 01 2022,53330,49440
66beeb62859b16cc9b22c8ed,Asansol,Nov 01 2022,50410,46600
66beeb62859b16cc9b22c8ee,Asansol,Oct 01 2022,50410,46650
66beeb62859b16cc9b22cb0e,Ballia,Aug 01 2024,68950,64210
66beeb62859b16cc9b22cb0f,Ballia,Jul 01 2024,71650,66760
66beeb62859b16cc9b22cb10,Ballia,Jun 01 2024,71900,67010
66beeb62859b16cc9b22cb11,Ballia,May 01 2024,71150,66260
66beeb62859b16cc9b22cb12,Ballia,Apr 01 2024,69350,64460
66beeb62859b16cc9b22cb13,Ballia,Mar 01 2024,63460,58690
66beeb62859b16cc9b22cb14,Ballia,Feb 01 2024,63860,59090
66beeb62859b16cc9b22cb15,Ballia,Jan 01 2024,64200,58840
66beeb62859b16cc9b22cb16,Ballia,Dec 01 2023,63190,57990
66beeb62859b16cc9b22cb17,Ballia,Nov 01 2023,61800,56690
66beeb62859b16cc9b22cb18,Ballia,Oct 01 2023,58500,53640
66beeb62859b16cc9b22cb19,Ballia,Sep 01 2023,60300,55340
66beeb62859b16cc9b22cb1a,Ballia,Aug 01 2023,60750,55690
66beeb62859b16cc9b22cb1b,Ballia,Jul 01 2023,59400,54440
66beeb62859b16cc9b22cb1c,Ballia,Jun 01 2023,61000,55990
66beeb62859b16cc9b22cb1d,Ballia,May 01 2023,61000,55990
66beeb62859b16cc9b22cb1e,Ballia,Apr 01 2023,60700,55290
66beeb62859b16cc9b22cb1f,Ballia,Mar 01 2023,56900,51890
66beeb62859b16cc9b22cb20,Ballia,Feb 01 2023,58800,53540
66beeb62859b16cc9b22cb21,Ballia,Jan 01 2023,55200,51190
66beeb62859b16cc9b22cb22,Ballia,Dec 01 2022,53400,49490
66beeb62859b16cc9b22cb23,Ballia,Nov 01 2022,50470,46650
66beeb62859b16cc9b22cb24,Ballia,Oct 01 2022,50470,46700
66beeb62859b16cc9b22cbe4,Bandipore,Aug 01 2024,68930,64290
66beeb62859b16cc9b22cbe5,Bandipore,Jul 01 2024,71630,66840
66beeb62859b16cc9b22cbe6,Bandipore,Jun 01 2024,71880,67090
66beeb62859b16cc9b22cbe7,Bandipore,May 01 2024,71130,66340
66beeb62859b16cc9b22cbe8,Bandipore,Apr 01 2024,69330,64540
66beeb62859b16cc9b22cbe9,Bandipore,Mar 01 2024,63250,58810
66beeb62859b16cc9b22cbea,Bandipore,Feb 01 2024,63650,59210
66beeb62859b16cc9b22cbeb,Bandipore,Jan 01 2024,64260,58960
66beeb62859b16cc9b22cbec,Bandipore,Dec 01 2023,63250,58110
66beeb62859b16cc9b22cbed,Bandipore,Nov 01 2023,61860,56810
66beeb62859b16cc9b22cbee,Bandipore,Oct 01 2023,58560,53760
66beeb62859b16cc9b22cbef,Bandipore,Sep 01 2023,60360,55460
66beeb62859b16cc9b22cbf0,Bandipore,Aug 01 2023,60810,55810
66beeb62859b16cc9b22cbf1,Bandipore,Jul 01 2023,59460,54560
66beeb62859b16cc9b22cbf2,Bandipore,Jun 01 2023,61060,56110
66beeb62859b16cc9b22cbf3,Bandipore,May 01 2023,61060,56110
66beeb62859b16cc9b22cbf4,Bandipore,Apr 01 2023,60760,55410
66beeb62859b16cc9b22cbf5,Bandipore,Mar 01 2023,56960,52010
66beeb62859b16cc9b22cbf6,Bandipore,Feb 01 2023,58860,53660
66beeb62859b16cc9b22cbf7,Bandipore,Jan 01 2023,55260,51310
66beeb62859b16cc9b22cbf8,Bandipore,Dec 01 2022,53460,49610
66beeb62859b16cc9b22cbf9,Bandipore,Nov 01 2022,50570,46750
66beeb62859b16cc9b22cbfa,Bandipore,Oct 01 2022,50570,46800
66beeb62859b16cc9b22c482,Ahwa,Aug 01 2024,68970,64190
66beeb62859b16cc9b22c483,Ahwa,Jul 01 2024,71670,66740
66beeb62859b16cc9b22c484,Ahwa,Jun 01 2024,71920,66990
66beeb62859b16cc9b22c485,Ahwa,May 01 2024,71170,66240
66beeb62859b16cc9b22c486,Ahwa,Apr 01 2024,69370,64440
66beeb62859b16cc9b22c487,Ahwa,Mar 01 2024,63260,58750
66beeb62859b16cc9b22c488,Ahwa,Feb 01 2024,63660,59150
66beeb62859b16cc9b22c489,Ahwa,Jan 01 2024,64280,58900
66beeb62859b16cc9b22c48a,Ahwa,Dec 01 2023,63270,58050
66beeb62859b16cc9b22c48b,Ahwa,Nov 01 2023,61880,56750
66beeb62859b16cc9b22c48c,Ahwa,Oct 01 2023,58580,53700
66beeb62859b16cc9b22c48d,Ahwa,Sep 01 2023,60380,55400
66beeb62859b16cc9b22c48e,Ahwa,Aug 01 2023,60830,55750
66beeb62859b16cc9b22c48f,Ahwa,Jul 01 2023,59480,54500
66beeb62859b16cc9b22c490,Ahwa,Jun 01 2023,61080,56050
66beeb62859b16cc9b22c491,Ahwa,May 01 2023,61080,56050
66beeb62859b16cc9b22c492,Ahwa,Apr 01 2023,60780,55350
66beeb62859b16cc9b22c493,Ahwa,Mar 01 2023,56980,51950
66beeb62859b16cc9b22c494,Ahwa,Feb 01 2023,58880,53600
66beeb62859b16cc9b22c495,Ahwa,Jan 01 2023,55280,51250
66beeb62859b16cc9b22c496,Ahwa,Dec 01 2022,53480,49550
66beeb62859b16cc9b22c497,Ahwa,Nov 01 2022,50520,46700
66beeb62859b16cc9b22c498,Ahwa,Oct 01 2022,50520,46750
66beeb62859b16cc9b22c7b8,Anantapur,Aug 01 2024,69050,64290
66beeb62859b16cc9b22c7b9,Anantapur,Jul 01 2024,71750,66840
66beeb62859b16cc9b22c7ba,Anantapur,Jun 01 2024,72000,67090
66beeb62859b16cc9b22c7bb,Anantapur,May 01 2024,71250,66340
66beeb62859b16cc9b22c7bc,Anantapur,Apr 01 2024,69450,64540
66beeb62859b16cc9b22c7bd,Anantapur,Mar 01 2024,63180,58740
66beeb62859b16cc9b22c7be,Anantapur,Feb 01 2024,63580,59140
66beeb62859b16cc9b22c7bf,Anantapur,Jan 01 2024,64170,58890
66beeb62859b16cc9b22c7c0,Anantapur,Dec 01 2023,63160,58040
66beeb62859b16cc9b22c7c1,Anantapur,Nov 01 2023,61770,56740
66beeb62859b16cc9b22c7c2,Anantapur,Oct 01 2023,58470,53690
66beeb62859b16cc9b22c7c3,Anantapur,Sep 01 2023,60270,55390
66beeb62859b16cc9b22c7c4,Anantapur,Aug 01 2023,60720,55740
66beeb62859b16cc9b22c7c5,Anantapur,Jul 01 2023,59370,54490
66beeb62859b16cc9b22c7c6,Anantapur,Jun 01 2023,60970,56040
66beeb62859b16cc9b22c7c7,Anantapur,May 01 2023,60970,56040
66beeb62859b16cc9b22c7c8,Anantapur,Apr 01 2023,60670,55340
66beeb62859b16cc9b22c7c9,Anantapur,Mar 01 2023,56870,51940
66beeb62859b16cc9b22c7ca,Anantapur,Feb 01 2023,58770,53590
66beeb62859b16cc9b22c7cb,Anantapur,Jan 01 2023,55170,51240
66beeb62859b16cc9b22c7cc,Anantapur,Dec 01 2022,53370,49540
66beeb62859b16cc9b22c7cd,Anantapur,Nov 01 2022,50480,46650
66beeb62859b16cc9b22c7ce,Anantapur,Oct 01 2022,50480,46700
66beeb62859b16cc9b22c898,Arrah,Aug 01 2024,69060,64240
66beeb62859b16cc9b22c899,Arrah,Jul 01 2024,71760,66790
66beeb62859b16cc9b22c89a,Arrah,Jun 01 2024,72010,67040
66beeb62859b16cc9b22c89b,Arrah,May 01 2024,71260,66290
66beeb62859b16cc9b22c89c,Arrah,Apr 01 2024,69460,64490
66beeb62859b16cc9b22c89d,Arrah,Mar 01 2024,63210,58790
66beeb62859b16cc9b22c89e,Arrah,Feb 01 2024,63610,59190
66beeb62859b16cc9b22c89f,Arrah,Jan 01 2024,64280,58940
66beeb62859b16cc9b22c8a0,Arrah,Dec 01 2023,63270,58090
66beeb62859b16cc9b22c8a1,Arrah,Nov 01 2023,61880,56790
66beeb62859b16cc9b22c8a2,Arrah,Oct 01 2023,58580,53740
66beeb62859b16cc9b22c8a3,Arrah,Sep 01 2023,60380,55440
66beeb62859b16cc9b22c8a4,Arrah,Aug 01 2023,60830,55790
66beeb62859b16cc9b22c8a5,Arrah,Jul 01 2023,59480,54540
66beeb62859b16cc9b22c8a6,Arrah,Jun 01 2023,61080,56090
66beeb62859b16cc9b22c8a7,Arrah,May 01 2023,61080,56090
66beeb62859b16cc9b22c8a8,Arrah,Apr 01 2023,60780,55390
66beeb62859b16cc9b22c8a9,Arrah,Mar 01 2023,56980,51990
66beeb62859b16cc9b22c8aa,Arrah,Feb 01 2023,58880,53640
66beeb62859b16cc9b22c8ab,Arrah,Jan 01 2023,55280,51290
66beeb62859b16cc9b22c8ac,Arrah,Dec 01 2022,53480,49590
66beeb62859b16cc9b22c8ad,Arrah,Nov 01 2022,50560,46750
66beeb62859b16cc9b22c8ae,Arrah,Oct 01 2022,50560,46800
66beeb62859b16cc9b22ca6e,Baikunthpur,Aug 01 2024,68970,64460
66beeb62859b16cc9b22ca6f,Baikunthpur,Jul 01 2024,71670,67010
66beeb62859b16cc9b22ca70,Baikunthpur,Jun 01 2024,71920,67260
66beeb62859b16cc9b22ca71,Baikunthpur,May 01 2024,71170,66510
66beeb62859b16cc9b22ca72,Baikunthpur,Apr 01 2024,69370,64710
66beeb62859b16cc9b22ca73,Baikunthpur,Mar 01 2024,63240,58660
66beeb62859b16cc9b22ca74,Baikunthpur,Feb 01 2024,63640,59060
66beeb62859b16cc9b22ca75,Baikunthpur,Jan 01 2024,64230,58810
66beeb62859b16cc9b22ca76,Baikunthpur,Dec 01 2023,63220,57960
66beeb62859b16cc9b22ca77,Baikunthpur,Nov 01 2023,61830,56660
66beeb62859b16cc9b22ca78,Baikunthpur,Oct 01 2023,58530,53610
66beeb62859b16cc9b22ca79,Baikunthpur,Sep 01 2023,60330,55310
66beeb62859b16cc9b22ca7a,Baikunthpur,Aug 01 2023,60780,55660
66beeb62859b16cc9b22ca7b,Baikunthpur,Jul 01 2023,59430,54410
66beeb62859b16cc9b22ca7c,Baikunthpur,Jun 01 2023,61030,55960
66beeb62859b16cc9b22ca7d,Baikunthpur,May 01 2023,61030,55960
66beeb62859b16cc9b22ca7e,Baikunthpur,Apr 01 2023,60730,55260
66beeb62859b16cc9b22ca7f,Baikunthpur,Mar 01 2023,56930,51860
66beeb62859b16cc9b22ca80,Baikunthpur,Feb 01 2023,58830,53510
66beeb62859b16cc9b22ca81,Baikunthpur,Jan 01 2023,55230,51160
66beeb62859b16cc9b22ca82,Baikunthpur,Dec 01 2022,53430,49460
66beeb62859b16cc9b22ca83,Baikunthpur,Nov 01 2022,50470,46650
66beeb62859b16cc9b22ca84,Baikunthpur,Oct 01 2022,50470,46700
66beeb62859b16cc9b22cb2e,Balod,Aug 01 2024,68930,64480
